ItemID,Sentiment,SentimentSource,SentimentText
3594,0,Sentiment140,"i'm off, fuck you all"
3595,0,Sentiment140,i'm off. earache unbearable. gunna get my drops &amp; read my boooook. talk to yous tomorrow.
3596,0,Sentiment140,I'm really going to sleep now
3597,0,Sentiment140,I'm rlly rlly rlly rlly rlly bored.
3598,0,Sentiment140,im sick. hopefully ill get better by tomorrow. i want to take a training class at work
3599,0,Sentiment140,i'm so angry. I want to cry. I just an upset.
3600,0,Sentiment140,I'm So Bored It's Unbelievable
3601,0,Sentiment140,I'm so confused...
3602,0,Sentiment140,im so fucking sick of trying and failing.
3603,0,Sentiment140,- I'm so mad at my mom for not letting me and @amandabryant road trip to Iowa in July to see @VARSITYFC and @vfactory
3604,0,Sentiment140,"im so sad, why do i always ask stupid questions if i dont wanna know the answer, URGH why!"
3605,0,Sentiment140,i'm so sad.. theyre back together again. the boy of my dreams.. gonna be with the first love of his life again.
3606,0,Sentiment140,"I'm so tired, but for some strange reason I really can't fall asleep - watching lilo and stitch/attempting to fall asleep!"
3607,0,Sentiment140,i'm so tired.
3608,0,Sentiment140,i'm sooo hungry . . . i'm ready to be stuffed!
3609,0,Sentiment140,i'm sorry i distracted you.
3610,0,Sentiment140,im such a baby.
3611,0,Sentiment140,I'm such a lonely bird.
3612,0,Sentiment140,im suddenly feeling very unliked
3613,0,Sentiment140,"I'm super jealous of @arsmikal, @megsmi, and our parents for being out on our jet skis right now. Come ooooon, graduation!"
3614,0,Sentiment140,i'm supposed to See off some one at airport but this rain...
3615,0,Sentiment140,I'm the only one missing it smh.
3616,1,Sentiment140,I'm tired...gonna go to bed most probably...hah gonna watch some TV and then hit the hay!
3617,1,Sentiment140,im up and IIIIIIIIIIIIIMMMMMMMMM READY!!! I'M READY I'M READY I'M READY I'M READY lol
3618,0,Sentiment140,I'm very discouraged ...
3619,1,Sentiment140,"Im watchin taken,, again! yay! haha"
3620,0,Sentiment140,Imissyou GUys.
3621,1,Sentiment140,#NAME?
3622,1,Sentiment140,in love with some guy who lives in miami... Fail!
3623,1,Sentiment140,- in the lab right now cooking up sum FarOut Ent hotness --&gt; admire greatness at it works
3624,1,Sentiment140,init woo lol wait can you see the videos on the side?
3625,1,Sentiment140,Inky's eating crackers!
3626,1,Sentiment140,insomniac enjoying life @ 3:21AM.
3627,0,Sentiment140,- Internet us up and it's down
3628,0,Sentiment140,#NAME?
3629,0,Sentiment140,iPhone 3.0 Update will be avalable June 18! http://www.apple.com/sg/iphone/softwareupdate/
3630,0,Sentiment140,Ipressed enter on accident! Boorrred*
3631,1,Sentiment140,"Is finishing off the semester, with less than a week remaining!"
3632,1,Sentiment140,#NAME?
3633,0,Sentiment140,Is no one around?
3634,0,Sentiment140,is sad......www.whatkatedidnext.wordpress.com
3635,0,Sentiment140,is school over yet? Im ready for vacations already
3636,0,Sentiment140,Is so ill and dizzy i feel so darn bad and am currently feeling so sorry for myself it hurts so bad i've never felt this bad..Laurina..x
3637,1,Sentiment140,#NAME?
3638,0,Sentiment140,it wont work
3639,0,Sentiment140,its 11 already.
3640,0,Sentiment140,its 335!
3641,1,Sentiment140,- it's 6 p.m. I should go home....good bye work! See you tomorrow!
3642,0,Sentiment140,"It's a not so happy Friday for @teddylandau who is currently ralphing in el bano. Hope it's not contagious, I definitely have his cooties"
3643,1,Sentiment140,its a wiccan wedding too.. I love this show @chelseafawcett
3644,1,Sentiment140,It's always great to hear from old friends....even if it is late at night
3645,0,Sentiment140,it's cold outside going somewhere
3646,0,Sentiment140,it's dress up week again.. i hope this is the last.. it's summer guys... not the time to dress up...i'm now going to the office..
3647,0,Sentiment140,it's friday but... i still have so much to do this weekend.
3648,1,Sentiment140,#NAME?
3649,1,Sentiment140,"- It's Manillusion's 4th birthday! Stop by for good offers, candy and longer opening hours"
3650,0,Sentiment140,its okay caps. Theres still hope to tie the games win 3-3 on monday
3651,1,Sentiment140,- Its only bley friday !!! What will the weekend bring us this time BTW - Cars in for MOT - Hope it will pass 1st time.
3652,0,Sentiment140,its over
3653,0,Sentiment140,It's painful to watch da rest of this game
3654,0,Sentiment140,its raining again.
3655,0,Sentiment140,It's raining again.
3656,1,Sentiment140,"It's raining in Hampton Roads, VA &amp; I love it! I'm feeling like Gene Kelly &amp; going out to rent some movies: http://ping.fm/GJFqA"
3657,0,Sentiment140,It's RAINING!! Nooo.. Can't Go Nowhere When It Rain's. It's Really Heavy! x
3658,0,Sentiment140,it's really really hot. good night twittererrs.
3659,0,Sentiment140,IT'S SO SAD
3660,0,Sentiment140,its soooo cold out &amp; my bed is soooo warm! I don't wannaget up....
3661,1,Sentiment140,"it's such a nice day, not doing much but it's ok - we've finally got a tv remote on demand = happiness on a notdoingalot day"
3662,0,Sentiment140,its summer n iv got a cold
3663,0,Sentiment140,- it's taken about 10 minutes to render a gradient on a banner I'm producing
3664,0,Sentiment140,it's thunderstorming and August said he'd call me back. I don't think he's going to...
3665,1,Sentiment140,- It's time for Kathleen to go to bed... waaaaay past time. Don't expect to hear from me before noon. lol Have a BLESSED morning.
3666,0,Sentiment140,"it's time for poh to leave, but it's not her time !"
3667,0,Sentiment140,I've already been cleaning for over an hour!!! So much more http://twitpic.com/67gzx
3668,0,Sentiment140,I've been saying since the beggining of the holidays I would get ALL my work finished. I've done none of it. Its in for tomorrow. Shit.
3669,0,Sentiment140,ive broke my finger!!!
3670,0,Sentiment140,I've had this horrible migrane all day long!! I'm in so much pain...even my eyes hurt!!
3671,0,Sentiment140,"- I've just got back into coding again, and don't wanna go food shopping and then go to work *sniff*"
3672,0,Sentiment140,i've lost my clearways.
3673,1,Sentiment140,I've never been so excited for school before.
3674,0,Sentiment140,jaden is gone for two weeks
3675,0,Sentiment140,James couldn't get me a ticket. Numbers allowed are tight so shifts in the market pharmacy will need to be long @canddj
3676,1,Sentiment140,"JBWCKZ today. going into boston and staying over my uncles w. my cousins I got the uninvited fav movie text, kbye."
3677,1,Sentiment140,JIMMY CAREY
3678,0,Sentiment140,Jon &amp; Kate dont let the stupid tabloids ruin something thats lasted 10 years ='(
3679,1,Sentiment140,- super tired! photo shoot day 2 tommorow! i'm so exhausted! ahhh!
3680,0,Sentiment140,"sweet,.yeah i'm at work."
3681,1,Sentiment140,Talking while breathing in sounds really weird.
3682,0,Sentiment140,taylor alike has gone D;
3683,0,Sentiment140,Ted is gone for three whole weeks on drill. I miss him already. Back to studying for my midterm..
3684,0,Sentiment140,telly has stopped working again dammm thats sucky #fb
3685,0,Sentiment140,"text/call me, you idiot."
3686,1,Sentiment140,thank you
3687,1,Sentiment140,#NAME?
3688,0,Sentiment140,thanks for caring &lt;3@BbyAshBash
3689,1,Sentiment140,thanks for the birthday DMs
3690,0,Sentiment140,thanks for wishes guys
3691,1,Sentiment140,"Thanks, I Love U! Did you ever notice the alarm doesn't know u want it to SNOOZE!"
3692,0,Sentiment140,that ball coveres in oil or something?!?!? Stadium looks cold!!!
3693,0,Sentiment140,"That guys superrr cuteee! Taking care of Juliana since she's sick, like a lot. Oh geeez."
3694,0,Sentiment140,That is all.
3695,0,Sentiment140,that makes me feel REAL great....
3696,1,Sentiment140,that was a fun wedding... the bar was exquisite.
3697,1,Sentiment140,that was fucking nuts.....ill pass out soon right?? Nighty night!!
3698,0,Sentiment140,that was not the best day
3699,1,Sentiment140,that went really well. I love stacy!
3700,0,Sentiment140,thats all i have to say
3701,0,Sentiment140,that's all i have to say
3702,0,Sentiment140,Thats cause the other one month buddy is cheating in this game
3703,1,Sentiment140,Thats great to hear!. BTW what is your name?
3704,0,Sentiment140,that's not a cup of soup! that's rice pilaf awww - LUNCH FAIL
3705,1,Sentiment140,- 'The Apprentice' Final tonight!
3706,0,Sentiment140,The Aquabats are still without a label and so can not release their new album. Why cant anyone see that this one ios gonna be huge!
3707,0,Sentiment140,"the bean has a fever. She's acting fine, but is on fiya! Please, please let this resolve quickly!"
3708,0,Sentiment140,the cavs are getting raped. Come on!!!! I got faith u you guys!!!
3709,1,Sentiment140,the day don't look to bad now lol
3710,0,Sentiment140,#NAME?
3711,0,Sentiment140,The Escapist are brokeded
3712,0,Sentiment140,The fam back on the Big Island said the vog has been so bad that they can't see the ocean. Sad!
3713,0,Sentiment140,"- the family is here helping me move now. Hostility is in the air... text me, 254-247-5319"
3714,0,Sentiment140,"the fed-ex guy came to the door, so i ran to answer it, thinking it was my kindle. turns out it was some speakers my mom ordered"
3715,1,Sentiment140,The Final Destination.. FD4 in 3-D this race track idea was awesome August &lt;3
3716,0,Sentiment140,the japanese exchange student is the cutest thing i've ever seen. seriously HAHA i want to put her in my pocket&amp;keep her D:
3717,1,Sentiment140,the part where the fire blows the place up.
3718,1,Sentiment140,"the result of a sunday night, I really need a better camera though http://bit.ly/CZyBW"
3719,0,Sentiment140,The season ends
3720,0,Sentiment140,the stitches on my radiohead shirt are coming undone. wahhhh
3721,0,Sentiment140,the ultimate chaos #work
3722,0,Sentiment140,the weather has been really bad. Bad enought to cut out our cable.
3723,0,Sentiment140,the weather v hot tdy. It's killing me - http://tweet.sg
3724,1,Sentiment140,there is a broken rainbow outside. It's pretty and 1 good part of my night
3725,0,Sentiment140,there was a questionable something embedded in my sucker that didn't look edible..had to toss it
3726,0,Sentiment140,is worried about Fifi
3727,0,Sentiment140,isabelle had to take a trip to doggy hospital
3728,1,Sentiment140,- isn't beer just Sparkling Water with alcohol in it ?
3729,1,Sentiment140,it aint even sun here yet we still sleepin on this side of the world but thank you
3730,0,Sentiment140,it didn't rain
3731,1,Sentiment140,"-- it doesn`t get any better than THIS , or does it ?"
3732,0,Sentiment140,It feels like I'm the only one who isn't green! Franky it's giving me a heeadache &amp; I wish the Iranians would sort themselves out already
3733,1,Sentiment140,it happens when you stop looking for it (and when you least expect it). &lt;3.
3734,1,Sentiment140,it is incredibly sexy watching Douglas get ready to work at 5 as attractive as humanly possible
3735,0,Sentiment140,It looks like both my girls are bailing on the movie night http://plurk.com/p/120n2f
3736,0,Sentiment140,it rained so i couldn't do the k's for kids (n)
3737,0,Sentiment140,It seems to get harder everyday with yu so far away &lt;3
3738,0,Sentiment140,it stopped!! silly take40.com
3739,0,Sentiment140,it wont stop raining darn! and the thunder so loud:|
3740,1,Sentiment140,"- it's &quot;international donut day&quot; ?? it's strange but i just had one, i never eat donuts.. have a good one!!"
3741,0,Sentiment140,"It's a blessing and a curse. And as much as I love it, I hate it &lt;3 Ugh I need to stop thinking about things and people."
3742,1,Sentiment140,it's a good day. Maybe i can go to Adamzz?
3743,1,Sentiment140,it's all blue skies
3744,0,Sentiment140,- It's all gone Pete Tong...
3745,0,Sentiment140,ITS AMAZING HOW A TWIT CAN COMPLETELY RUIN YOUR DAY... I AM SO SO SO SORRY AMANDA...
3746,1,Sentiment140,It's an ugly day
3747,1,Sentiment140,it's because of me!
3748,0,Sentiment140,it's d-dayyy! Gonna be listening to that head automatica song all dayyy. Too bad I'm still sick
3749,0,Sentiment140,It's gone‰Û_ my delicious salad is‰Û_ GONE!!! TT^TT
3750,0,Sentiment140,its Monday tomorrow
3751,1,Sentiment140,"its nice to be carefree with my bestie. we laugh, and be ourselves, i love it."
3752,0,Sentiment140,its not fair idk why he doesnt like me
3753,0,Sentiment140,its not fairrrrrr RAWR
3754,0,Sentiment140,its not my last dayyy!
3755,0,Sentiment140,its okay Falla next year...
3756,0,Sentiment140,its raining
3757,0,Sentiment140,its raining. Damn Manchester weather! Am trying to decide whether to cycle home or not
3758,0,Sentiment140,it's so nice and warm out but I'm stuck in this stupid cold diner
3759,0,Sentiment140,it's so ugly when non-contextual
3760,0,Sentiment140,It's starting to thunder. I can hear it rolling towards us..
3761,0,Sentiment140,it's sunny outside... but I'm inside...
3762,0,Sentiment140,It's supposed to rain the day I'm supposed to go to the beach
3763,0,Sentiment140,its too early to be looking after primary seven kids
3764,0,Sentiment140,"iTunes won't load... Oh well gonna go on twitter some more! Yay, twitter!"
3765,0,Sentiment140,i've been on almost all day and my BFFL has'nt came on yet
3766,0,Sentiment140,ive been waiting for earthfest all year. But i cant go... eh! D:
3767,0,Sentiment140,ive clearly got oink flu
3768,0,Sentiment140,"I've finished my Oasis, and I want some more"
3769,0,Sentiment140,I've got like the worst paper cut going
3770,0,Sentiment140,Ive had enough I dont wanna be sick anymore...I didnt get sick once this year. why does it have to happen in JUNE!!!???
3771,1,Sentiment140,"I've had enough twitter for today. I'm gonna go feel all dejected and rejected in WoW and then in front of the TV. Later, all."
3772,0,Sentiment140,ive lost a follower :O
3773,0,Sentiment140,Joseph Adam Jonas! You keep a smile on my face Until you become unhappy then I am
3774,0,Sentiment140,jst gen bummed out....
3775,0,Sentiment140,jury duty tomorrow. so not cool
3776,1,Sentiment140,jus chillin
3777,0,Sentiment140,just
3778,1,Sentiment140,just a thought
3779,0,Sentiment140,just annoyed
3780,1,Sentiment140,"Just back from dancing. Ahh ballet was SO hard, my legs ache. And we were so high in jazz and contemporary, 3 hours of hilariousness."
3781,0,Sentiment140,just been attacked by a massive bee
3782,1,Sentiment140,"just figuring out this website...lol Sang at the day-lilly festival earlier, then goin 2 goin away party later"
3783,0,Sentiment140,just finished chatting with my best friend in italy ... i reeeeaaaalllllly miss her!!!
3784,0,Sentiment140,Just found out that someone very special to me has breast cancer.
3785,1,Sentiment140,"just got back from church with pam,"
3786,0,Sentiment140,Just got curry juice on my new top. Mhmm yellowy stains.
3787,1,Sentiment140,- just got home; had fun with AC; tomorrow is Day 1 of my celeb image.
3788,0,Sentiment140,just had potato bake leak all over my shirt.. had to change
3789,0,Sentiment140,just hadda tell a pt they were in early stages of kidney failure and headed for dialysis... sometimes this is harder than others...
3790,0,Sentiment140,just heard one of my site members has passed away
3791,0,Sentiment140,just lost two followers. sniffle sniffle. oh well! time to celebrate getting into graduate school at Wichita State University!
3792,0,Sentiment140,just not having a good day
3793,0,Sentiment140,Just sick of this.
3794,0,Sentiment140,just sold my ferret...its new owner picks him up tomo. Sad but its time for me to get a grown up pet. So I'm having a baby.
3795,1,Sentiment140,just spent half an hour talking about the twilight saga! ha! good thing there was no teacher around.. they had a faculty meeting!
3796,1,Sentiment140,just spent the last couple hours catching up with nicole. i missed her so much. yey for summer &amp; friends being home.
3797,0,Sentiment140,just walked by Kami's tank and was all &quot;! I should take him out for a bit.... oh wait. right. &quot;
3798,0,Sentiment140,"just wanted to update my site a bit, but it seems Yola.com is unreachable at the moment. oh well.....just have to wait i guess"
3799,1,Sentiment140,just watched the movie Wanted... it was pretty darn good.
3800,0,Sentiment140,just when i was thought i was doing something good
3801,1,Sentiment140,- Just wrapping up the day day at work.. leaving in 20mins woohoo!
3802,1,Sentiment140,Katie Herzig tweeted my tattoo of her &quot;Jenny Lynn&quot; lyrics. Check it! http://yfrog.com/0j90oj and check out her music!
3803,1,Sentiment140,keeeeep following me thanks to new followers tell your friends/fam/strangers/followers to follow me!! much luv
3804,1,Sentiment140,Kicking it with Genesis. Being dramatic. Watching a chick flick. This is highly entertaining surprisingly.
3805,0,Sentiment140,kind of a bummer tht we can only choose between going to church or goin to the movies rather than going to both as originally planned
3806,0,Sentiment140,Kinda hurt u no longer follow me....@Bossmobb
3807,1,Sentiment140,#NAME?
3808,0,Sentiment140,lack of sleep and everything = low mood and probably a not so fun night
3809,1,Sentiment140,lalala. I feel like taking a bubble bath. I think I will.
3810,1,Sentiment140,landed safely. but three hours late.
3811,0,Sentiment140,laptop dead...we had a good 6 year run...
3812,0,Sentiment140,last day in DC. This trip has been 100% rewarding.
3813,0,Sentiment140,"i've lost five followers, cause i don't update enough... well not recently"
3814,0,Sentiment140,Jack wake the fuck up! There's a boat!!
3815,0,Sentiment140,jen and rick broke off their engagement ! At least jen can find a lot better
3816,0,Sentiment140,Jo Bros on Sportscenter; my show is ruined :wah:
3817,0,Sentiment140,joins leaving. I don't want him to leave
3818,1,Sentiment140,JONAS BROTHERS ARE GONNA BE ON TOMORROW!! JONAS 4 EPISODE MARATHON!! ~ FLY WITH ME VIDEO ~ &lt;3
3819,0,Sentiment140,"Jonathon ross's show isnt working on the Iplayer! I hate this, I missed my first show in 3 months *cries*"
3820,1,Sentiment140,#NAME?
3821,1,Sentiment140,Just bathed spud! he's all nice and pretty
3822,0,Sentiment140,just 12 hours left of my 4 day weekend... 114.5 hours goes by fast!!!!
3823,0,Sentiment140,#NAME?
3824,0,Sentiment140,just comfort
3825,1,Sentiment140,"Just did the GG quiz, I got Serenaa (: Rawr. Haha."
3826,1,Sentiment140,just finished 10k run and already booking in for more in the coming months! Such fun!
3827,0,Sentiment140,Just finished the last of my rations from @WholeFoods. Why can't they open a store in Iowa!??!
3828,0,Sentiment140,Just found out a friend of mine's mother just passed
3829,0,Sentiment140,just found out an old friend of mine was killed........mann what is the world coming to?
3830,0,Sentiment140,just found out my friend's dad passed away yesterday
3831,0,Sentiment140,just found out that sam gullens died on sataday everyones dying rip sam god bless lewis only 20
3832,0,Sentiment140,"Just found out the school blocks out some websites, host on Twitpic (Y) http://twitpic.com/6geey @ reply and tweet back the link."
3833,1,Sentiment140,"Just got all my packages from Adorama, B&amp;H Photo, and Paul C. Buff."
3834,1,Sentiment140,just got done crying my eyes out to Armageddon....LOL
3835,1,Sentiment140,just got home from schoollll waitin for my momma to get home then goin to get @MitchelMusso's cd &lt;3 exciteddd hahaha
3836,0,Sentiment140,"just got my exam timetable, I have 3 exams and 2 are on the same day"
3837,0,Sentiment140,just got off work...
3838,0,Sentiment140,just got sad again
3839,0,Sentiment140,"just had a call from kita, she's arrived! but im eating an banana (Y)"
3840,0,Sentiment140,Just had my penis shortened
3841,0,Sentiment140,Just lost one of my best twitter buds. t'other'un isnt here either. anyone want a new TBF?!
3842,1,Sentiment140,"just noticed that it's #UnfollowSunday , we all know what that means"
3843,0,Sentiment140,just plain sad
3844,1,Sentiment140,#NAME?
3845,0,Sentiment140,#NAME?
3846,1,Sentiment140,just The River by Garth Brooks it always makes the day better hearing that song........I think the words are sooooo true
3847,1,Sentiment140,"just up, It's brillinat when you dont need to go into school. Promiised id bring the girls a starbucks for with their revision. Town!!!"
3848,1,Sentiment140,Just went to my grandma's house..
3849,1,Sentiment140,keeping it chilled.
3850,1,Sentiment140,"kein Stress!! ‰÷_ @hemablokker please please hug Berlin wall from me, send it to my wallhuggers group on flickr.com or mauerandmore.de thx"
3851,0,Sentiment140,kibler got Lavalanche with brainbite.
3852,0,Sentiment140,kids at the cuz house! i'm so alone...
3853,0,Sentiment140,-- Kill me.I want to die. Put a bullet in my heeeeaaaad. Ten points if you can name the movie... .... i miss my cell.
3854,0,Sentiment140,"Kind of a deal-breaker, when u discover a hot guy u know has some kinda health sci/phys fitness major, but youre a pudge/semi-pudge. FML"
3855,0,Sentiment140,"There was already like, no one in school today thoughhhhhhh"
3856,0,Sentiment140,there's so much music i want to have... horrible. i feel like i have done so many things today... but i haven't.. i love my bleached hair
3857,0,Sentiment140,"they are only journal posts, no love for me."
3858,0,Sentiment140,they cancelled Sarah Connor. At least we saw it coming
3859,0,Sentiment140,they cancelled the guitar hero tournament
3860,0,Sentiment140,They cut the sound on one of them....
3861,0,Sentiment140,they never reply.
3862,1,Sentiment140,they r playing @jason_mraz at TGIF
3863,0,Sentiment140,they say it's sold out. Epic fail!!
3864,0,Sentiment140,they're gone. Lost my shite at the airport.
3865,0,Sentiment140,think +
3866,0,Sentiment140,- think i caught something and refuse to get sick!
3867,0,Sentiment140,think postive
3868,1,Sentiment140,thinking about school haha
3869,0,Sentiment140,thinking Esme needs a nap. she's still a baby. ill let her sleep. i shall not succumb just yet!
3870,0,Sentiment140,"thinking I may need to go back to the dr. The more I walk, the more my knee hurts..."
3871,0,Sentiment140,this bit in camp rock always makes me upset..&lt;3
3872,0,Sentiment140,this is so sad.
3873,0,Sentiment140,this is so sad......
3874,0,Sentiment140,this is very sad
3875,0,Sentiment140,#NAME?
3876,0,Sentiment140,This makes me SO SAD http://bit.ly/tM7kp
3877,0,Sentiment140,This mood is more shittysweet then bitter. At least it's FINALLY gettin fixed. UGH.
3878,0,Sentiment140,this paper is gonna mak me suicidle before the day is out
3879,1,Sentiment140,this shall be fun..
3880,0,Sentiment140,"this sickness will never end, will it? http://myloc.me/3Y1K"
3881,0,Sentiment140,this sux...why am I up!! I fell asleep at 8 now imide awake...noooooo hate jetlag
3882,0,Sentiment140,this thunder is scary. U woke me up and now i cant go back to sleeeep! lol.
3883,0,Sentiment140,"This truly is annoying! I get online at 9:58pm and he has to leave for class at 10pm (10pm our time, 10am his) Sucks lorrrrrrxsz!!!!!"
3884,1,Sentiment140,"-- this weekend is goin` to be fun , hopefully as fun as last weekend! i can`t shout!"
3885,0,Sentiment140,This will be my last week in town for a while...
3886,0,Sentiment140,thnx soph nxt year is gona b so sad w/out soph
3887,1,Sentiment140,-- time has been so skewerd by this cold I have no idea WHEN anything occurred anymore. ... But it's a happy life. *lol!*
3888,0,Sentiment140,time should go by
3889,0,Sentiment140,time to change to cs4. sooner or later.
3890,1,Sentiment140,- Time to go back to bed (: Is there such a thing as sleeping too much? Because i definitely did that this weekend.
3891,0,Sentiment140,Time to hate being female again http://plurk.com/p/xpy36
3892,0,Sentiment140,time to move on with life this means that I can't wait for next year !! I can't believe I just said that
3893,0,Sentiment140,tire popped and lonely.. Eff this friday.
3894,1,Sentiment140,tired but it's all worth it. 2 days.
3895,0,Sentiment140,tired to the highest level
3896,0,Sentiment140,"tireds, I want my Light Yagami plushie he could be my pillow"
3897,1,Sentiment140,today is a beautiful day.... love u all &lt;3
3898,1,Sentiment140,today is beautiful &lt;3
3899,0,Sentiment140,today is gonna suck.
3900,0,Sentiment140,today is startin off shakey. jus found out a friend of mine mother is in icu. damn yo. I'm cryin like its my mom and I never met her.
3901,1,Sentiment140,Today was a good Day!
3902,1,Sentiment140,"today was great. For not including my other favourite, scott. hurray for windy days at the beach and mexican food wit teh bestie!"
3903,0,Sentiment140,Last day of the holidays tomorrow.. Depressing!!
3904,1,Sentiment140,last English lesson today. I bet no ones going to turn up except for me -_-
3905,1,Sentiment140,- last minute 3-hour session in the studio...just got done. tired.
3906,0,Sentiment140,lastfm is down
3907,0,Sentiment140,laura just txt me sayin about CA for *300 return flights! Let's all do that instead!
3908,0,Sentiment140,Laura's family just got here and she is leaving soon. NOOOOO! SOON I WILL BE LEFT WITH THE TWO MESSY PEOPLE IN THE FLAT D:
3909,0,Sentiment140,layingg down........ textttt me !!!!!
3910,0,Sentiment140,leaving
3911,0,Sentiment140,leaving for camp in the morning.
3912,0,Sentiment140,leaving wildwood is not fun. :/ farewell you swell land. i love you.
3913,0,Sentiment140,leaving work two hours early.
3914,0,Sentiment140,Leaving. Unhappy about it but if I walk 4M in rain I will get sick. Sad tho.
3915,0,Sentiment140,"left my new scarf in Gail's car. Really sick of the rain, June on the seacoast is supposed to be beautiful."
3916,0,Sentiment140,#NAME?
3917,0,Sentiment140,life goes on right? G'night.
3918,1,Sentiment140,life iS Good
3919,1,Sentiment140,Life is life.......i am having my time of my life.... !
3920,0,Sentiment140,life is taking a lot of energy out of me atm. working today with a girl i hate! and have to usher children into sunday school to sing...
3921,0,Sentiment140,life isn't always good right?
3922,0,Sentiment140,lol... I'm going to bed... the world wide web search for the jeans has resulted in utter disappointment... http://lookbook.nu/look/31895
3923,0,Sentiment140,long day
3924,0,Sentiment140,looked everywhere for these poem. only have a few notes that i made during prelims
3925,0,Sentiment140,looks like im not going anywhere this summer! being poor sucks!
3926,0,Sentiment140,lost my pic there???
3927,1,Sentiment140,love you lex
3928,1,Sentiment140,Love your crockpot? &quot;One Week of Easy Crock-Pot Desserts - Associated Content&quot; ( http://tinyurl.com/m4gnor )
3929,1,Sentiment140,- loved the first Late Night with Conan!!
3930,0,Sentiment140,loves being alone all the time.
3931,1,Sentiment140,lub you too baby!
3932,1,Sentiment140,lucky beggar you are @warothe
3933,0,Sentiment140,Lucky has disapeared Let out. Maureen this morning and locky had gone. Could it be MrRat? So upset )-.:
3934,0,Sentiment140,"maan, my Mum say I'm too often in front of my PC no that isn't right !"
3935,0,Sentiment140,Magic lost . ! they played so well. ! Maybe things will be better at home for Orlando . ! Good Luck . !
3936,0,Sentiment140,making lots of noise! My poor baby! I hurt you soooo much!
3937,0,Sentiment140,Man I don't feel good...
3938,0,Sentiment140,Man I hate the BNP. The Greens are so great and its horrible to see them grouped down with such a horrible party in seats ._.
3939,0,Sentiment140,man this sucks. i really wanted to see @Big_Sean tomorrow.
3940,0,Sentiment140,"man, thats soo terrible. why cant you see you belong with ME?!"
3941,0,Sentiment140,marco! *waits for thumbdrive to reply* rarrrrrrrgrrrr MARCOOOO!
3942,0,Sentiment140,Maria is a loser. She sucks at point break
3943,0,Sentiment140,Mas Que Nada by Sergio Mendes is the Black Eyed Peas one. Not the proper one.
3944,0,Sentiment140,"massive headache, totally have a cold and going to work. Today sucks"
3945,0,Sentiment140,Maths G.C.S.E tomorrow why ? haha listening to McFly and watching beat the star x
3946,0,Sentiment140,maths test tomz
3947,0,Sentiment140,may not be able to goto the mmvas tomorrow FUCK
3948,0,Sentiment140,Maybe if I pay somebody they'll take care of me. I need a personal nurse.
3949,0,Sentiment140,- today's Grand Rounds brought me back to my Physiology and Cell Hell days
3950,0,Sentiment140,- tomorrow is my baby's 4th birthday! She's getting so big....not a baby anymore!
3951,1,Sentiment140,"TOO HOT!! I WANT RAIN!!!! and everyone complains when it rains, and now everyone complains coz it sunny!!"
3952,0,Sentiment140,"too many twitter txts cant get them on my phone anymore, exceeded my limit...apparently not unlimited"
3953,0,Sentiment140,too scared to sleep. Watch too may damn silent hill videos.
3954,0,Sentiment140,toooooo slow!!!!!!!!!!!
3955,1,Sentiment140,#NAME?
3956,0,Sentiment140,totally left it too late to book a holiday without being ripped off. Any tip offs anyone? Something cheap and warm from the 6th July.
3957,1,Sentiment140,touchin the starss
3958,0,Sentiment140,TOWED MY FXCKING SHIT!!
3959,0,Sentiment140,tried to make soup but my mommas tastes so much better... At least all the ingredients are cook properly this time
3960,0,Sentiment140,tummy ache.
3961,0,Sentiment140,"turns out he isn't, hilarious though."
3962,1,Sentiment140,Twitter for Google Desktop. So I don't have to tweet in a window.
3963,0,Sentiment140,twitter is not sending tweets to my phone AHHHHH
3964,1,Sentiment140,twitter is working on my iPhone again
3965,0,Sentiment140,twitter iz gay n confusing :'(
3966,0,Sentiment140,twitter made peter lose oh well.. he still rocks
3967,0,Sentiment140,Twitter stop being a dick and let me change my background image! (imagine a shiny NHL ring in the background)
3968,0,Sentiment140,twitter's not letting me post my photo.
3969,0,Sentiment140,u coming over.. becuz ur 17 becuz of ur age! its stupid!!! so i cant hangout with u i hate them!! and my mom is just like its becuz ily!
3970,0,Sentiment140,U DONT KNO MY STRUGGLE.
3971,0,Sentiment140,u still have my # &amp; I wonder if you miss me too...? most likely not. ((hmm doubting you'll ever see this either.))
3972,0,Sentiment140,Ugh hahaha
3973,0,Sentiment140,ugh your phone is just being a bitch today
3974,0,Sentiment140,"-- uhhhg, siiicck! Ouuchh!"
3975,1,Sentiment140,u'll see the truth !
3976,0,Sentiment140,valued member of our team just skipped town due to annoying exec...~sighs~
3977,0,Sentiment140,"Ventures lead guitarist Bob Bogle, whose fretwork on instrumental hits such as &quot;Hawaii Five-O&quot; influenced countless bands died Sunday"
3978,1,Sentiment140,very happy about the weekend.
3979,0,Sentiment140,#NAME?
3980,0,Sentiment140,"virgin blue really dropped the ball today. Flight delayed 3 times, 3 different gates. And my boarding pass and seat had to be changed."
3981,0,Sentiment140,Waaaaah!! I can't go see @mitchelmusso today!! More
3982,1,Sentiment140,wakin up exactly where i wanna be...
3983,0,Sentiment140,waking up to an inbox filled with more stuff to do.
3984,1,Sentiment140,walang kachat naghihintay mag online ang kachat
3985,0,Sentiment140,Wanna be in Oz .... Pink is coming!! ... She needs to jump across the ditch and visit us again.
